ESP-ROM:esp32s3-20210327
Build:Mar 27 2021
rst:0x1 (POWERON),boot:0x2a (SPI_FAST_FLASH_BOOT)
SPIWP:0xee
mode:DIO, clock div:1
load:0x3fce3818,len:0x508
load:0x403c9700,len:0x4
load:0x403c9704,len:0xad0
load:0x403cc700,len:0x29e4
entry 0x403c9880

-- Pixels Test --

......
WiFi connected
Camera Ready! Use 'http://192.168.1.157' to connect
0.00,0.00,-20.00,-12.50,0.00,0.00,0.00,0.00,
-120.00,0.00,28.00,0.00,361.25,361.25,361.25,361.25,
361.25,361.25,361.25,361.25,-0.25,-0.25,3.25,0.00,
-0.25,-0.25,1.00,0.00,1.25,0.00,4.00,0.00,
4.25,0.00,4.50,0.00,3.00,0.00,2.75,0.00,
2.50,0.00,2.25,0.00,2.00,0.00,1.50,0.00,
1.75,0.00,3.75,0.00,-192.00,76.25,0.00,0.00,
0.00,0.00,1.00,0.00,2.25,0.00,3.00,0.00,
25.75,26.00,25.00,25.75,25.00,26.00,26.00,26.00,
26.00,25.50,24.75,25.25,25.00,25.50,25.25,25.75,
25.00,25.75,24.75,25.75,25.50,25.25,24.75,25.00,
25.25,24.50,24.25,29.75,27.50,25.00,24.25,25.25,
25.75,24.75,24.75,33.50,28.75,25.00,24.25,25.75,
25.75,25.25,23.50,25.25,24.75,24.25,24.00,26.75,
25.00,25.25,23.75,23.75,24.00,24.50,23.50,26.50,
25.50,25.75,24.50,25.00,24.75,24.25,24.00,27.25,
26.00,26.00,25.25,25.50,25.00,25.75,26.00,26.00,
26.25,26.00,24.75,25.50,25.00,24.75,25.50,25.50,
25.50,25.00,25.00,25.75,25.50,25.25,24.75,25.25,
24.75,24.50,24.50,29.00,27.25,25.00,24.25,25.50,
25.25,24.50,24.50,33.00,28.75,25.00,24.50,26.00,
25.25,24.75,23.75,25.25,24.75,24.00,23.75,26.25,
25.25,25.00,23.75,23.75,24.25,24.50,23.25,26.50,
25.25,25.25,24.25,24.75,25.00,24.25,24.00,26.25,
26.00,26.00,25.25,25.50,26.00,26.25,25.75,26.00,
26.25,25.75,24.75,25.25,25.00,25.50,25.50,25.75,
25.25,25.50,25.00,25.50,25.50,24.75,24.75,25.00,
25.25,24.75,24.25,28.75,27.25,24.75,24.25,25.25,
25.75,24.50,24.25,33.75,29.50,24.50,24.50,26.00,
25.25,25.00,24.00,25.00,24.50,24.25,23.75,26.50,
25.75,25.50,23.50,24.00,24.25,24.00,24.00,26.25,
25.25,25.25,24.75,24.75,24.75,24.00,24.50,26.50,
26.00,26.00,25.25,25.50,25.75,25.75,26.75,26.25,
25.75,25.75,24.75,25.25,25.25,25.50,25.25,26.00,
25.00,25.50,24.75,25.50,25.25,25.00,25.25,24.75,
24.75,24.75,24.50,29.50,27.50,24.75,24.50,25.25,
25.50,24.75,24.75,34.25,29.00,24.75,24.50,26.00,
25.25,24.50,23.75,24.75,24.50,24.25,23.50,26.00,
25.00,25.25,24.00,23.75,23.75,24.25,23.50,26.25,
25.75,25.50,24.50,25.00,25.00,24.50,24.50,27.00,
26.25,26.50,25.50,25.50,25.50,25.50,26.25,26.50,
25.75,25.75,25.25,25.50,25.50,25.75,25.25,26.25,
25.25,25.25,24.75,25.75,25.50,24.75,24.75,24.75,
25.00,24.75,24.25,29.50,27.25,24.25,24.50,25.50,
26.00,24.50,24.75,33.00,29.00,24.50,24.75,26.00,
25.50,24.75,24.00,24.75,25.00,24.75,24.00,26.00,
26.00,25.00,24.00,23.50,24.00,24.25,23.75,26.50,
25.75,25.75,24.50,25.25,24.75,25.00,24.50,26.75,
26.00,26.00,25.00,25.25,25.50,25.50,25.50,26.00,
26.00,25.75,25.00,25.25,25.25,25.25,25.00,25.75,
25.50,25.25,25.00,25.50,25.75,25.00,25.00,24.50,
25.25,24.50,24.50,29.00,27.25,24.50,24.50,25.50,
25.50,24.50,24.50,33.75,29.25,25.00,24.50,25.50,
25.50,24.75,23.50,24.75,25.00,24.00,24.00,26.00,
25.50,25.25,24.00,23.25,24.25,24.25,24.00,26.25,
25.75,25.75,24.50,25.00,24.75,23.75,24.00,26.50,
25.75,26.00,25.25,25.75,25.25,25.75,26.25,26.75,
25.75,25.25,25.25,25.25,24.75,25.75,25.75,25.75,
25.25,25.50,24.75,25.50,25.00,25.25,25.50,25.00,
24.75,24.50,24.25,29.00,27.00,24.50,24.75,25.75,
25.75,24.50,24.25,33.00,29.25,25.00,24.50,26.50,
25.25,24.75,23.75,25.00,24.75,24.00,24.25,26.00,
25.50,25.00,23.75,24.00,24.50,24.25,23.25,26.75,
25.50,25.75,25.00,25.50,24.75,24.00,24.00,27.00,
26.00,26.00,25.25,25.75,25.25,26.00,26.00,26.25,
25.75,25.75,25.25,25.00,25.00,25.50,25.25,26.00,
25.50,25.25,24.50,25.50,25.75,25.25,24.75,24.75,
24.75,24.50,24.25,28.75,27.00,24.75,24.50,25.25,
25.50,24.75,24.50,34.50,29.25,24.75,24.75,25.75,
